Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Early-demographic dividend,EAR,Land area (sq. km),AG.LND.TOTL.K2,,32210843,32210843,32210843,32210843,32210843,32210843,32210843,32210843,32210843,32210843,32210843,32210843,32210813,32210773,32210753,32210623,32210623,32210623,32210623,32210623,32210623,32210623,32210623,32210623,32210623,32210623,32210623,32210623,32210623,32210623,32211323,33246633,33145633,33138710,33138710,33138710,33138710,33110230,33110230,33187094,33187040,33187040,33186826,33313586.3,33313534.77,33313719.22,33313941.06,33313661.4,33314189.69,33314070.95,33314027.06,33313888.02,33313797.05,33312370.28,33317194.35,33316932.51,33310584.82,33310596.43,33309810.86,33309874.27,33324923.74,,
East Asia & Pacific,EAS,Land area (sq. km),AG.LND.TOTL.K2,,24396148.74,24396148.74,24396148.74,24396148.74,24396148.74,24396148.74,24396148.74,24396148.74,24396148.74,24396148.74,24396148.74,24396048.74,24396018.74,24395978.74,24395848.74,24395848.74,24395738.74,24395738.74,24395738.74,24395638.74,24395738.74,24395528.74,24395528.74,24394028.74,24393928.74,24394028.74,24393928.74,24393928.74,24393928.74,24393928.74,24395728.74,24395728.74,24395728.74,24395728.74,24395778.74,24395668.74,24395668.74,24395668.74,24395668.74,24446988.74,24447298.94,24446814.17,24453602.76,24453263.52,24455999.89,24459118.09,24458972.09,24459077.09,24459107.63,24459569.12,24459540.85,24459695.85,24459294.68,24459664.22,24459693.8,24469160.9,24469121.2,24469110.9,24469195.9,24469416.7,24484453.47,,
East Asia & Pacific (excluding high income),EAP,Land area (sq. km),AG.LND.TOTL.K2,,15922288.74,15922288.74,15922288.74,15922288.74,15922288.74,15922288.74,15922288.74,15922288.74,15922288.74,15922288.74,15922288.74,15922288.74,15922258.74,15922218.74,15922198.74,15922198.74,15922198.74,15922198.74,15922198.74,15922198.74,15922198.74,15922198.74,15922198.74,15922198.74,15922198.74,15922198.74,15922198.74,15922198.74,15922198.74,15922198.74,15923538.74,15923538.74,15923538.74,15923538.74,15923528.74,15923518.74,15923518.74,15923518.74,15923518.74,15975027.74,15975051.94,15974511.17,15981277.76,15980915.52,15983621.89,15986704.49,15986516.89,15986546.89,15986507.13,15986826.42,15986805.95,15986838.95,15986320.38,15986683.92,15986698.4,15986401.4,15986337.4,15986313,15986316,15986534.8,16001571.47,,
East Asia & Pacific (IDA & IBRD countries),TEA,Land area (sq. km),AG.LND.TOTL.K2,,15801898.74,15801898.74,15801898.74,15801898.74,15801898.74,15801898.74,15801898.74,15801898.74,15801898.74,15801898.74,15801898.74,15801898.74,15801868.74,15801828.74,15801808.74,15801808.74,15801808.74,15801808.74,15801808.74,15801808.74,15801808.74,15801808.74,15801808.74,15801808.74,15801808.74,15801808.74,15801808.74,15801808.74,15801808.74,15801808.74,15803148.74,15803148.74,15803148.74,15803148.74,15803138.74,15803128.74,15803128.74,15803128.74,15803128.74,15854637.74,15854661.94,15854121.17,15860887.76,15860525.52,15863231.89,15866314.49,15866126.89,15866156.89,15866117.13,15866436.42,15866415.95,15866448.95,15865930.38,15866293.92,15866308.4,15866011.4,15865947.4,15865923,15865926,15866144.8,15881181.47,,
Ecuador,ECU,Land area (sq. km),AG.LND.TOTL.K2,,276840,276840,276840,276840,276840,276840,276840,276840,276840,276840,276840,276840,276840,276840,276840,276840,276840,276840,276840,276840,276840,276840,276840,276840,276840,276840,276840,276840,276840,276840,276840,276840,276840,276840,276840,276840,276840,248360,248360,248360,248360,248360,248360,248360,248360,248360,248360,248360,248360,248360,248360,248360,248360,248360,248360,248360,248360,248360,248360,248360,248360,,
"Egypt, Arab Rep.",EGY,Land area (sq. km),AG.LND.TOTL.K2,,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,,
El Salvador,SLV,Land area (sq. km),AG.LND.TOTL.K2,,20850,20850,20850,20850,20850,20850,20850,20850,20850,20850,20850,20850,20850,20850,20850,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,,
Equatorial Guinea,GNQ,Land area (sq. km),AG.LND.TOTL.K2,,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,,
Eritrea,ERI,Land area (sq. km),AG.LND.TOTL.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101000,101000,101000,101000,101000,101000,101000,101000,101000,101000,101000,120982.625,121025.326,121004.031,121032.606,121057.494,121069.592,121065.103,121088.989,121082.12,121049.278,121036.185,121088.775,121077.459,121071.233,121077.714,121080.546,121040.829,121040.829,,
Estonia,EST,Land area (sq. km),AG.LND.TOTL.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,43470,43470,43470,43470,42750,42750,42750,42750,42750,,
Eswatini,SWZ,Land area (sq. km),AG.LND.TOTL.K2,,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,,
Ethiopia,ETH,Land area (sq. km),AG.LND.TOTL.K2,,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1128597.297,1128599.766,1128613.221,1128631.059,1128568.396,1128588.692,1128570.952,1128575.061,1128582.022,1128572.048,1128538.282,1128539.353,1128558.509,1128552.82,1128561.429,1128570.858,1128571.265,1128571.265,,
Euro area,EMU,Land area (sq. km),AG.LND.TOTL.K2,,2410306,2410306,2410306,2410306,2410306,2410306,2410306,2410306,2410306,2410306,2410306,2410306,2410306,2410276,2410156,2410096,2410066,2410056,2410066,2409996,2409986,2409986,2409956,2409966,2409966,2409966,2409966,2409966,2409966,2409966,2409966,2597403,2645493,2645483,2645473,2645463,2645423,2645393,2645353,2679346.46,2678816.46,2679296.46,2679726.46,2679346.46,2679206.46,2678576.46,2678636.46,2678097.66,2678017.26,2679328.66,2679164.46,2679474.16,2680874.66,2680862.06,2680277.66,2680670.06,2679948.51,2680001.939,2679977.496,2679977.105,2680151.404,,
Europe & Central Asia,ECS,Land area (sq. km),AG.LND.TOTL.K2,,5483173.727,5483153.727,5483163.727,5483163.727,5483153.727,5483143.727,5483133.727,5483123.727,5483123.727,5483113.727,5483103.727,5483103.727,5483103.727,5483073.727,5482953.727,5482873.727,5482853.727,5482853.727,5482814.437,5482734.437,5482714.437,5482704.437,5482664.437,5482674.517,5482674.597,5482674.677,5482674.757,5482664.837,5481674.917,5481674.997,5481785.077,27114827.16,27236451.24,27231617.32,27228617.4,27228272.18,27297611.96,27300059.75,27306847.53,27344059.77,27342569.55,27341867.33,27342375.1,27342358.88,27342279.66,27438907.43,27438749.21,27437291.81,27438179.81,27439415.61,27439247.81,27439386.92,27440674.78,27440271.62,27444550.26,27444905.09,27444169.81,27444846.54,27444670.14,27440570.42,27440754.49,,
Europe & Central Asia (excluding high income),ECA,Land area (sq. km),AG.LND.TOTL.K2,,907660,907660,907660,907660,907660,907660,907660,907660,907660,907660,907660,907660,907660,907660,907660,907660,907660,907660,907660,907660,907660,907660,907660,907660,907660,907660,907660,907660,907660,907660,907660,22297355,22293629,22288755,22285785,22285351,22286032,22288521,22295340,22298628,22297669,22296328,22296325,22296560,22296652,22393931,22393804,22392906,22392815,22392760,22392687,22392677,22392696,22391561,22396381,22396389,22396398,22396476.3,22396429.9,22393160.6,22393223,,
Europe & Central Asia (IDA & IBRD countries),TEC,Land area (sq. km),AG.LND.TOTL.K2,,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1443300,1443300,1443410,22889015,22885289,22880465,22877475,22877141,22877832,22880311,22887140,22890540,22889581,22888400,22888479,22888854,22888926,22986195,22985978,22985070,22985119,22985054,22985051,22984881,22984900,22983795,22988615,22988623,22988632,22988690.3,22988583.9,22985330.6,22985363,,
European Union,EUU,Land area (sq. km),AG.LND.TOTL.K2,,3594945.7,3594925.7,3594935.7,3594935.7,3594925.7,3594915.7,3594905.7,3594895.7,3594895.7,3594885.7,3594875.7,3594875.7,3594875.7,3594845.7,3594725.7,3594645.7,3594625.7,3594625.7,3594585.7,3594505.7,3594485.7,3594475.7,3594435.7,3594445.7,3594445.7,3594445.7,3594445.7,3594435.7,3593445.7,3593445.7,3593555.7,3836902.7,3962252.7,3962292.7,3962262.7,3962352.7,3962262.7,3962222.7,3962192.7,3996118.16,3995588.16,3994398.16,3994880.16,3994620.16,3994330.16,3993670.16,3993620.16,3993061.36,3993990.96,3995282.36,3995188.16,3995337.86,3996728.36,3997475.76,3996852.3,3997244.7,3996523.15,3996556.579,3996440.586,3996449.167,3996581.774,,
Faroe Islands,FRO,Land area (sq. km),AG.LND.TOTL.K2,,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1366,1370,,
Fiji,FJI,Land area (sq. km),AG.LND.TOTL.K2,,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,,
Finland,FIN,Land area (sq. km),AG.LND.TOTL.K2,,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304110,304090,303900,303900,303900,303890,303890,303890,303890,303910,303910,303920,303920,303930,303940,303947.7,,
Fragile and conflict affected situations,FCS,Land area (sq. km),AG.LND.TOTL.K2,,19606541,19606541,19606541,19606541,19606541,19606541,19606541,19606541,19606541,19606541,19606541,19606541,19606541,19606141,19605741,19605741,19605741,19605741,19605741,19605741,19605741,19605741,19605741,19605741,19605741,19605741,19605741,19605741,19605741,19605741,19606621,20185971,20185971,20185971,20185971,20185971,20185971,20185971,20185971,20185971,20185971,20185961,20185771,20334210.92,20334236.09,20334378.25,20334454.67,20334196.89,20331169.28,20331097.06,20331155.05,20454945.14,20454640.33,20454563.47,20454617.13,20454324.97,20454293.05,20454358.14,20454370.4,20454301.09,20454306.09,,
France,FRA,Land area (sq. km),AG.LND.TOTL.K2,,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547567,547567,547567,547867,547567,547557,547557,547557,547557,547557,547557,547557,547557,547557,547557,547557,547557,547557,547557,547557,547557,547557,,
French Polynesia,PYF,Land area (sq. km),AG.LND.TOTL.K2,,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,,
Gabon,GAB,Land area (sq. km),AG.LND.TOTL.K2,,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,,
"Gambia, The",GMB,Land area (sq. km),AG.LND.TOTL.K2,,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,,
Georgia,GEO,Land area (sq. km),AG.LND.TOTL.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,,
Germany,DEU,Land area (sq. km),AG.LND.TOTL.K2,,349130,349130,349130,349130,349130,349130,349130,349130,349130,349130,349130,349130,349130,349130,349130,349130,349130,349130,349130,349130,349130,349130,349130,349130,349130,349130,349130,349130,349130,349130,349130,349130,349120,349110,349100,349090,349050,349020,348980,348950,348900,348860,348810,348770,348760,348720,348670,348630,348610,348570,348560,348540,348880,348900,348860,349360,349370,349380,349390,349390,349390,,
Ghana,GHA,Land area (sq. km),AG.LND.TOTL.K2,,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227533,227533,,
Gibraltar,GIB,Land area (sq. km),AG.LND.TOTL.K2,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Greece,GRC,Land area (sq. km),AG.LND.TOTL.K2,,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,,
Greenland,GRL,Land area (sq. km),AG.LND.TOTL.K2,,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,410450,410450,410450,410450,410450,410450,410450,410450,410450,410450,410450,410450,410450,410450,410450,410450,410450,410450,410450,410450,410450,410450,410450,410450,410450,,
Grenada,GRD,Land area (sq. km),AG.LND.TOTL.K2,,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,,
Guam,GUM,Land area (sq. km),AG.LND.TOTL.K2,,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,,
Guatemala,GTM,Land area (sq. km),AG.LND.TOTL.K2,,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,,
Guinea,GIN,Land area (sq. km),AG.LND.TOTL.K2,,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,,
Guinea-Bissau,GNB,Land area (sq. km),AG.LND.TOTL.K2,,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,,
Guyana,GUY,Land area (sq. km),AG.LND.TOTL.K2,,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,,
Haiti,HTI,Land area (sq. km),AG.LND.TOTL.K2,,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,,
Heavily indebted poor countries (HIPC),HPC,Land area (sq. km),AG.LND.TOTL.K2,,19753851,19753851,19753851,19753851,19753851,19753851,19753851,19753851,19753851,19753851,19753851,19753851,19753851,19753451,19753191,19753191,19753191,19753191,19753191,19753191,19753191,19753191,19753191,19753191,19753191,19753191,19753191,19753191,19753191,19753191,19753191,19753191,19753191,19753191,19753191,19753191,19753191,19753191,19753191,19753191,19753191,19753191,19753191,19901770.92,19901816.09,19901808.25,19901854.67,19901816.89,19901849.28,19902537.06,19902820.05,19394820.14,19394782.33,19394735.47,19394789.13,19394796.97,19394785.05,19394800.14,19394812.4,19394766.09,19394766.09,,
High income,HIC,Land area (sq. km),AG.LND.TOTL.K2,,34973429.73,34973409.73,34973419.73,34973419.73,34973409.73,34973399.73,34973389.73,34973379.73,34973379.73,34973369.73,34973359.73,34973259.73,34973259.73,34973229.73,34973139.73,34973059.73,34972929.73,34972929.73,34972890.44,34972620.44,34972700.44,34972480.44,34972440.44,34970950.52,34970850.6,34970950.68,34970850.76,34970840.84,34969850.92,34969851,34970421.08,35213788.16,35339138.24,35339178.32,35339208.4,35339197.18,35407855.96,35407814.75,35407783.53,35444478.77,35444233.55,35444928.33,35445471.1,35445252.88,35445121.66,35444506.03,35444526.41,35429552.01,35430601.31,35432036.31,35432466.71,35432740.82,35434127.08,35434525.92,35434006.66,35444118.59,35443399.61,35444070.14,35444024.14,35443200.72,35266437.49,,
Honduras,HND,Land area (sq. km),AG.LND.TOTL.K2,,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,,
"Hong Kong SAR, China",HKG,Land area (sq. km),AG.LND.TOTL.K2,,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1010,1010,1000,1000,1000,1000,1000,990,990,990,990,990,990,990,990,990,990,990,990,990,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,,
Hungary,HUN,Land area (sq. km),AG.LND.TOTL.K2,,90040,90020,90030,90030,90020,90010,90000,89990,89990,89980,89970,89970,89970,89970,89970,89950,89960,89970,89920,89910,89900,89890,89880,89880,89880,89880,89880,89870,89870,89870,89870,89870,89860,89860,89860,89860,89800,89800,89800,89620,89620,89620,89620,89620,89610,89610,89610,89610,90530,90530,90530,90530,90530,91260,91260,91260,91260,91260,91260,91260,91260,,
IBRD only,IBD,Land area (sq. km),AG.LND.TOTL.K2,,50169800.74,50169800.74,50169800.74,50169800.74,50169800.74,50169800.74,50169800.74,50169800.74,50169800.74,50169800.74,50169800.74,50169800.74,50169730.74,50169690.74,50169670.74,50169540.74,50169540.74,50169540.74,50169540.74,50169450.74,50169450.74,50169450.74,50169450.74,50169450.74,50169450.74,50169450.74,50169450.74,50169450.74,50168460.74,50168460.74,50169030.74,70857475.74,70853749.74,70848925.74,70845925.74,70845581.74,70846272.74,70820271.74,70827100.74,70871444.74,70870563.94,70868842.17,70875721.76,70875878.52,70878720.89,70978961.49,70978372.89,70977721.89,70975253.13,70975600.42,70975596.95,70975608.95,70974998.38,70975210.92,70975231.4,70975251.4,70969019.4,70969164.3,70968327.9,70965228.4,70980294.47,,
Iceland,ISL,Land area (sq. km),AG.LND.TOTL.K2,,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100830,100830,100830,100830,,
IDA & IBRD total,IBT,Land area (sq. km),AG.LND.TOTL.K2,,74223734.74,74223734.74,74223734.74,74223734.74,74223734.74,74223734.74,74223734.74,74223734.74,74223734.74,74223734.74,74223734.74,74223734.74,74223664.74,74223224.74,74222944.74,74222814.74,74222814.74,74222814.74,74222814.74,74222724.74,74222724.74,74222724.74,74222724.74,74222724.74,74222724.74,74222724.74,74222724.74,74222724.74,74221734.74,74221734.74,74223184.74,95668789.74,95665063.74,95653316.74,95650316.74,95649972.74,95650663.74,95624662.74,95631491.74,95686750.74,95685815.94,95684094.17,95690749.76,95837639.44,95840462.98,95940866.75,95940518.56,95939602.78,95937134.42,95938066.47,95938293,96062086.09,96061356.71,96060348.39,96064420.53,96064166.37,96057839.45,96057915.44,96057059.77,96053974.5,96069043.56,,
IDA blend,IDB,Land area (sq. km),AG.LND.TOTL.K2,,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,3943970,4369370,4369370,4369370,4369370,4369370,4369370,4369370,4369370,4379935,4379881,4379881,4379847,4379823,4379819,4379820,4379954,4379937,4379915,4379862,4379779,4379770,4379759,4379759,4384570,4384561,4384558,4384557,4384525,4384620,4384623,,
IDA only,IDX,Land area (sq. km),AG.LND.TOTL.K2,,20109964,20109964,20109964,20109964,20109964,20109964,20109964,20109964,20109964,20109964,20109964,20109964,20109964,20109564,20109304,20109304,20109304,20109304,20109304,20109304,20109304,20109304,20109304,20109304,20109304,20109304,20109304,20109304,20109304,20109304,20110184,20441944,20441944,20435021,20435021,20435021,20435021,20435021,20435021,20435371,20435371,20435371,20435181,20581937.92,20581923.09,20582085.25,20582191.67,20581943.89,20581966.28,20582604.06,20582917.05,20706707.14,20706599.33,20705378.47,20704619.13,20704353.97,20704262.05,20704194.14,20704206.87,20704126.09,20704126.09,,
IDA total,IDA,Land area (sq. km),AG.LND.TOTL.K2,,24053934,24053934,24053934,24053934,24053934,24053934,24053934,24053934,24053934,24053934,24053934,24053934,24053934,24053534,24053274,24053274,24053274,24053274,24053274,24053274,24053274,24053274,24053274,24053274,24053274,24053274,24053274,24053274,24053274,24053274,24054154,24811314,24811314,24804391,24804391,24804391,24804391,24804391,24804391,24815306,24815252,24815252,24815028,24961760.92,24961742.09,24961905.25,24962145.67,24961880.89,24961881.28,24962466.06,24962696.05,25086477.14,25086358.33,25085137.47,25089189.13,25088914.97,25088820.05,25088751.14,25088731.87,25088746.09,25088749.09,,
India,IND,Land area (sq. km),AG.LND.TOTL.K2,,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,,
Indonesia,IDN,Land area (sq. km),AG.LND.TOTL.K2,,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1877519,1877519,1877519,1877519,1877519,1877519,1877519,1877519,1877519,1877519,1877519,1877519,1877519,1877519,1877519,1877519,1877519,1877519,1877519,1877519,1877519,1892555.47,,
"Iran, Islamic Rep.",IRN,Land area (sq. km),AG.LND.TOTL.K2,,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1622500,1622500,1622500,1622500,1622500,,
